application_id,cid,loan_product_id,loan_amount,interest_rate,loan_term_months,credit_score,annual_income,debt_to_income_ratio,application_date,status
70259,9413,11,23234,11.89,31,678,32508,0.46,2024-03-19,approved
70260,6556,4,17111,4.16,67,603,54542,0.29,2022-05-07,rejected
70261,432,6,29241,13.19,65,697,46585,0.51,2023-06-12,rejected
70262,977,17,163714,5.59,43,672,40767,0.52,2023-01-08,rejected
70263,9826,18,21493,3.58,49,675,49115,0.36,2023-12-16,rejected
70264,6475,9,951779,3.49,160,726,47842,0.52,2024-12-15,rejected
70265,9063,11,30756,14.49,37,696,29320,0.38,2023-03-21,rejected
70266,6019,10,3728,8.04,30,664,54654,0.5,2023-05-14,approved
70267,7909,6,135564,9.22,55,749,37067,0.52,2022-12-30,rejected
70268,7219,8,12626,5.0,195,609,50981,0.53,2024-06-21,rejected
70269,8819,12,4946,6.31,37,700,42963,0.11,2024-01-03,approved
70270,5818,15,376119,2.02,248,586,42671,0.42,2023-06-15,rejected
70271,9981,5,165214,8.53,37,679,49887,0.18,2025-02-27,approved
70272,1672,13,7117,8.83,9,770,51022,0.28,2024-11-13,approved
70273,4613,18,30675,3.62,28,701,57741,0.13,2023-07-12,approved
70274,5269,1,3889,5.03,30,632,54818,0.54,2023-09-01,rejected
70275,8738,2,22136,5.14,59,665,-1659,0.48,2022-11-17,approved
70276,4081,5,142360,7.91,37,691,56843,0.24,2023-11-10,rejected
70277,6932,12,7513,9.18,38,719,55976,0.4,2024-07-15,approved
70278,9628,6,12521,13.91,67,749,45180,0.56,2023-12-22,approved
70279,6040,20,37189,5.52,23,614,7063,0.58,2024-01-14,rejected
70280,7660,14,24781,10.91,29,649,54191,0.33,2024-02-05,approved
70281,6640,20,34576,8.04,16,648,46359,0.11,2024-04-11,rejected
70282,5467,17,105126,6.21,14,691,39148,0.25,2023-07-20,approved
70283,9187,16,215048,7.97,106,667,59406,0.33,2024-10-06,approved
70284,6805,20,2204,10.3,55,655,77523,0.24,2022-08-06,approved
70285,502,14,26594,9.53,12,693,42737,0.26,2023-08-20,approved
70286,7145,18,19648,4.83,34,621,37127,0.4,2022-09-27,approved
70287,6966,4,37547,5.17,81,687,32975,0.55,2023-01-17,approved
70288,5297,13,6491,14.69,20,681,52922,0.2,2024-06-14,approved
70289,2823,15,490570,2.58,152,712,37724,0.12,2023-03-23,approved
70290,7533,5,75714,5.05,102,662,67946,0.17,2024-02-13,approved
70291,4157,20,39809,5.36,51,757,64340,0.35,2022-05-14,rejected
70292,1844,4,23209,4.39,40,651,54618,0.29,2024-02-04,approved
70293,2354,15,273952,3.27,131,743,44515,0.22,2024-11-16,approved
70294,1827,8,39293,6.86,165,698,40695,0.24,2023-11-05,rejected
70295,6140,20,37613,5.58,37,685,75727,0.54,2022-06-27,approved
70296,4119,13,8161,6.89,20,674,48465,0.49,2023-03-12,rejected
70297,8872,11,48761,8.52,51,746,39056,0.4,2023-04-14,rejected
70298,5138,15,317974,4.54,194,674,54996,0.31,2024-07-12,rejected
70299,4335,13,8676,6.72,11,681,48533,0.28,2023-03-07,rejected
70300,3848,6,39553,6.79,22,652,31764,0.11,2023-05-16,approved
70301,1506,12,2035,9.08,28,760,61077,0.25,2024-02-02,approved
70302,6278,16,122607,5.71,40,743,56224,0.57,2023-12-10,rejected
70303,364,14,27488,6.26,31,656,78870,0.44,2023-02-12,rejected
70304,5102,11,28640,6.0,51,610,43361,0.16,2023-02-17,rejected
70305,4469,3,285741,4.97,312,612,38032,0.4,2024-03-13,rejected
70306,1003,1,25990,14.68,15,659,738,0.5,2022-08-28,rejected
70307,6363,6,108659,8.34,37,652,57324,0.19,2022-06-28,rejected
70308,5065,16,273238,7.8,63,709,58213,0.32,2022-04-26,approved
70309,1833,17,119946,5.89,52,776,40968,0.5,2023-05-08,approved
70310,1096,4,27068,8.9,96,660,34509,0.38,2024-11-16,approved
70311,9031,20,45016,5.74,30,593,68894,0.3,2024-12-13,rejected
70312,4893,12,4664,5.79,31,766,70821,0.16,2024-11-19,approved
70313,8844,16,278300,4.95,32,691,14902,0.1,2024-06-09,approved
70314,5022,1,13039,9.2,25,641,24830,0.16,2024-10-11,approved
70315,3168,7,257339,7.1,103,624,97289,0.58,2024-01-07,rejected
70316,42,11,28786,11.0,54,669,30505,0.12,2024-06-13,rejected
70317,7176,15,172060,3.69,65,714,75546,0.3,2022-08-05,approved
70318,1638,4,37938,8.69,57,695,62480,0.14,2024-02-23,approved
70319,791,10,1380,14.6,27,619,77586,0.26,2024-06-13,approved
70320,8416,7,293100,5.33,39,597,46205,0.11,2025-01-19,approved
70321,4388,14,23009,9.76,30,754,32940,0.17,2022-08-25,approved
70322,5437,13,4712,15.19,11,666,58740,0.5,2024-11-03,approved
70323,1182,15,377211,4.17,207,632,47022,0.23,2024-07-09,approved
70324,2877,20,15059,9.07,54,640,14093,0.59,2022-05-08,rejected
70325,2047,2,29714,4.86,65,655,59740,0.23,2024-07-07,approved
70326,2506,5,69928,10.11,51,711,27865,0.44,2024-02-01,rejected
70327,269,7,248233,8.32,32,619,36455,0.2,2024-09-18,approved
70328,3294,1,29738,8.29,18,557,31902,0.48,2023-05-30,rejected
70329,45,11,32044,6.23,38,715,64015,0.13,2024-11-23,approved
70330,2054,17,114530,9.68,31,692,18967,0.38,2025-01-07,approved
70331,1447,3,136209,4.77,174,647,31620,0.51,2024-09-14,rejected
70332,7694,13,9423,13.2,10,698,70301,0.12,2023-12-04,rejected
70333,4883,12,3823,9.4,28,623,72722,0.31,2022-12-01,approved
70334,8864,9,544789,3.69,231,672,51119,0.58,2024-05-14,rejected
70335,3095,14,17410,5.72,28,697,29705,0.53,2024-03-07,rejected
70336,5316,6,64752,7.76,80,692,27873,0.59,2024-07-01,rejected
70337,3815,2,26209,5.88,77,620,30545,0.32,2024-03-24,approved
70338,8075,3,444308,2.81,337,672,63721,0.39,2024-06-05,rejected
70339,5435,18,38511,3.85,20,735,57084,0.35,2023-10-26,rejected
70340,7176,7,77990,4.8,72,714,75546,0.19,2023-06-29,approved
70341,5265,12,8831,8.26,37,664,32404,0.5,2022-12-16,approved
70342,6483,9,631872,2.91,216,695,47116,0.55,2023-03-29,rejected
70343,5215,7,104873,5.15,39,763,51529,0.55,2024-01-01,approved
70344,9507,1,29951,9.24,47,654,42852,0.18,2023-11-28,approved
70345,9368,3,421005,3.35,335,701,65387,0.49,2024-07-07,rejected
70346,1251,18,38936,4.06,41,594,51152,0.36,2023-09-22,rejected
70347,2898,19,11863,7.97,8,661,72589,0.16,2022-06-26,approved
70348,5696,8,14688,5.67,183,659,79132,0.49,2024-10-21,approved
70349,2478,19,7564,10.06,19,739,34757,0.43,2022-10-08,rejected
70350,7065,1,12838,11.39,39,706,57415,0.13,2022-08-22,approved
70351,8737,18,39239,4.51,43,664,46127,0.59,2023-09-13,approved
70352,2518,1,5026,6.93,28,618,40218,0.58,2024-06-05,approved
70353,6097,5,138173,5.96,27,641,37100,0.45,2022-09-22,rejected
70354,5989,18,41746,6.99,20,622,-3445,0.4,2024-11-21,rejected
70355,5555,8,20729,5.79,156,657,83449,0.56,2023-12-07,approved
70356,8868,2,47247,6.1,64,650,41381,0.36,2024-02-04,rejected
70357,600,10,2374,15.14,30,651,79559,0.3,2022-12-31,approved
70358,1611,7,35859,7.62,110,688,57943,0.11,2022-12-14,rejected
70359,4733,16,280976,7.07,33,638,44075,0.59,2022-09-14,rejected
70360,8869,5,78168,9.36,91,682,86020,0.12,2022-10-18,approved
70361,6806,8,28331,7.57,113,643,35660,0.19,2023-07-04,rejected
70362,3952,8,33894,5.87,146,677,74480,0.44,2024-08-13,rejected
70363,4784,8,27289,4.85,130,647,3585,0.27,2022-06-30,rejected
70364,5722,14,7506,9.93,19,630,34054,0.49,2022-09-13,approved
70365,5787,12,17156,9.3,27,720,50104,0.26,2022-10-18,approved
70366,8626,1,22692,8.8,19,614,46892,0.15,2022-04-23,rejected
70367,103,19,7169,14.29,14,646,42669,0.32,2023-12-15,approved
70368,2541,19,11490,6.81,8,667,71635,0.4,2022-07-16,approved
70369,7256,18,22268,3.93,46,661,76427,0.4,2023-07-31,approved
70370,191,6,118774,10.08,53,667,24437,0.18,2024-12-28,approved
70371,9380,9,964341,4.26,164,710,50223,0.15,2024-11-05,rejected
70372,9843,11,14050,13.2,27,737,34959,0.56,2023-03-12,approved
70373,9598,16,339833,4.94,64,722,56925,0.6,2023-04-02,rejected
70374,7485,1,13011,6.27,30,688,37619,0.22,2022-05-14,rejected
70375,6629,4,18660,9.51,27,581,81383,0.36,2022-08-15,approved
70376,1834,10,674,15.44,22,714,30879,0.19,2022-08-04,approved
70377,984,17,152694,7.86,29,592,14125,0.16,2024-01-20,rejected
70378,6147,14,24891,7.51,34,739,70966,0.2,2025-02-15,approved
70379,7941,18,37069,4.83,43,541,40583,0.36,2022-09-26,rejected
70380,3128,13,8824,15.22,7,771,64969,0.33,2024-01-28,approved
70381,4036,7,244975,5.13,115,678,76486,0.34,2025-03-14,approved
70382,4530,5,8785,10.9,93,664,59701,0.16,2023-01-31,rejected
70383,8885,16,128213,4.51,108,733,53787,0.35,2025-03-05,approved
70384,503,9,700049,3.32,284,754,62691,0.57,2022-04-28,rejected
70385,4567,9,281219,3.82,345,674,83378,0.29,2024-03-15,approved
70386,8975,8,35220,7.57,77,745,22567,0.15,2024-09-05,rejected
70387,559,20,45847,9.6,36,659,53664,0.34,2024-09-06,rejected
70388,3897,16,95762,8.59,67,640,53248,0.19,2024-03-10,rejected
70389,7989,19,12781,7.21,22,681,41347,0.39,2024-06-10,rejected
70390,8294,17,96166,8.78,59,739,24894,0.26,2022-04-02,approved
70391,2861,12,16582,9.08,22,679,59261,0.43,2022-05-21,approved
70392,8249,10,1409,8.36,17,621,46879,0.55,2024-04-11,approved
70393,6599,6,62332,11.45,50,690,36870,0.32,2023-08-03,rejected
70394,9581,18,6495,3.31,56,632,34422,0.15,2022-05-01,approved
70395,874,13,3164,13.81,23,736,25595,0.43,2025-03-19,rejected
70396,353,7,208336,8.09,116,679,80983,0.55,2024-06-27,approved
70397,4336,6,21992,6.09,13,698,44364,0.53,2023-02-12,rejected
70398,6912,11,21649,14.05,42,720,269,0.21,2024-11-12,approved
70399,5710,15,347015,4.16,278,690,49575,0.18,2022-07-22,approved
70400,9015,3,471635,4.55,310,720,21642,0.55,2022-06-07,rejected
70401,2890,8,16076,7.51,112,734,55082,0.31,2022-05-19,rejected
70402,4180,6,54919,7.48,64,742,55854,0.43,2024-01-08,rejected
70403,4257,16,335927,8.5,42,664,59724,0.46,2023-10-04,approved
70404,2335,10,2157,10.07,31,648,68179,0.5,2023-10-13,rejected
70405,856,18,15983,6.07,24,725,59840,0.42,2022-08-17,rejected
70406,6868,3,279913,4.87,258,795,74843,0.22,2022-10-27,approved
70407,3387,3,109076,2.79,122,684,44800,0.11,2023-08-31,rejected
70408,8286,8,49640,6.09,199,687,64889,0.28,2022-05-22,rejected
70409,3296,11,46695,12.84,36,593,36247,0.5,2022-08-25,rejected
70410,3818,13,1379,7.0,19,700,28491,0.52,2023-02-24,rejected
70411,2295,20,17827,6.56,52,626,54268,0.39,2022-04-22,rejected
70412,6955,16,411603,7.14,57,692,22764,0.15,2022-03-28,rejected
70413,7819,8,38759,3.94,112,620,79711,0.1,2024-08-03,approved
70414,5541,16,461761,8.6,70,675,56031,0.58,2024-10-03,rejected
70415,5303,19,1043,8.6,17,741,34818,0.27,2024-04-15,rejected
70416,5846,16,95610,5.39,29,736,72323,0.34,2024-06-28,rejected
70417,492,6,122720,11.4,51,720,60660,0.56,2023-08-07,rejected
70418,1521,3,409935,4.03,250,624,34990,0.18,2022-11-27,rejected
70419,935,6,67104,8.83,52,612,52897,0.25,2024-05-26,approved
70420,8804,17,74789,8.41,41,762,58166,0.18,2024-07-25,approved
70421,412,4,38788,5.73,26,666,26622,0.44,2023-02-11,rejected
70422,9161,5,101175,5.67,97,650,74294,0.2,2022-12-13,approved
70423,9313,5,37082,5.67,44,707,66652,0.19,2023-04-15,rejected
70424,3780,3,134891,4.73,277,717,55049,0.27,2023-10-03,rejected
70425,732,12,8929,8.42,42,647,46954,0.39,2025-01-30,approved
70426,4625,8,35391,4.08,85,737,59175,0.29,2022-08-31,approved
70427,9543,6,54206,7.56,58,674,15155,0.58,2024-06-15,rejected
70428,1279,13,9751,14.18,6,681,50250,0.38,2023-11-03,approved
70429,6603,5,129625,9.38,66,789,69278,0.2,2023-09-05,approved
70430,1157,10,2289,14.43,15,700,66181,0.37,2024-06-26,approved
70431,1663,12,5682,5.74,23,752,62315,0.12,2023-01-31,rejected
70432,4901,13,1564,6.8,8,730,62533,0.33,2022-05-11,approved
70433,5876,13,4612,13.08,12,686,65930,0.11,2022-04-25,approved
70434,6110,1,11521,14.47,52,658,68009,0.51,2024-07-28,rejected
70435,1466,13,1063,15.14,13,709,55971,0.6,2022-12-11,rejected
70436,316,16,387597,7.3,56,692,45853,0.57,2024-05-02,approved
70437,3026,18,10014,5.5,38,601,45661,0.13,2022-11-23,rejected
70438,6004,19,11769,6.16,6,666,53596,0.43,2023-01-05,approved
70439,3594,4,27788,9.82,44,683,50561,0.38,2023-01-22,approved
70440,5303,14,16513,5.38,19,741,34818,0.29,2022-09-01,rejected
70441,5183,7,291531,8.78,65,678,37615,0.33,2023-01-19,rejected
70442,7480,12,27728,7.6,32,762,33579,0.23,2022-08-31,approved
70443,5604,8,18201,5.71,150,705,52545,0.15,2023-03-24,approved
70444,6373,13,9454,9.16,16,716,64521,0.48,2024-01-08,rejected
70445,6823,4,14854,4.11,102,652,60854,0.23,2022-10-05,rejected
70446,9749,6,90847,11.36,31,608,51110,0.19,2022-12-09,rejected
70447,147,12,14539,8.5,13,706,81594,0.13,2023-02-20,approved
70448,8620,9,979228,4.14,150,684,51801,0.29,2022-06-08,approved
70449,1588,8,21365,7.5,142,662,45669,0.53,2024-02-29,rejected
70450,9074,15,93011,4.81,341,702,78502,0.27,2023-06-08,approved
70451,1477,15,417058,3.09,207,566,58960,0.22,2023-10-23,rejected
70452,1841,9,523752,4.56,219,660,45406,0.2,2022-10-21,approved
70453,3864,3,470886,4.47,340,729,33864,0.28,2024-11-18,approved
70454,85,5,35686,8.09,114,673,36582,0.21,2023-08-02,approved
70455,7625,6,59628,8.79,53,651,35615,0.39,2022-08-26,rejected
70456,6051,1,12676,13.49,22,666,19983,0.31,2023-04-06,rejected
70457,8184,15,19210,3.19,263,614,14051,0.49,2023-06-14,rejected
70458,3903,11,27648,9.83,43,604,18609,0.44,2023-04-10,rejected
70459,3557,9,884593,2.87,213,639,26798,0.28,2023-09-11,rejected
70460,23,2,15984,5.1,45,762,47577,0.56,2022-06-04,approved
70461,3257,18,32850,6.84,38,693,49838,0.16,2023-01-13,approved
70462,2545,7,45398,8.96,109,635,38797,0.58,2022-12-03,approved
70463,2218,13,7384,11.86,22,658,67560,0.14,2025-01-01,rejected
70464,1505,18,38339,5.73,31,642,54283,0.43,2024-05-28,approved
70465,7841,7,240243,6.37,96,660,49996,0.16,2024-08-04,rejected
70466,806,12,27739,9.37,26,605,37752,0.19,2023-09-10,rejected
70467,6820,4,29306,4.7,34,687,26203,0.47,2023-04-17,rejected
70468,4441,20,2278,7.86,37,579,80075,0.2,2024-06-30,rejected
70469,8693,7,220466,7.43,41,692,73769,0.57,2022-11-21,approved
70470,5708,3,294507,3.34,283,624,71985,0.37,2022-11-11,approved
70471,884,20,10866,11.75,12,578,58568,0.36,2023-11-01,rejected
70472,1006,12,32083,5.83,41,571,31983,0.45,2025-01-16,rejected
70473,3099,2,11174,3.56,25,666,44502,0.17,2023-11-24,approved
70474,1534,4,13599,4.64,86,707,43353,0.13,2022-08-13,approved
70475,9806,10,1038,9.7,31,682,67818,0.11,2024-01-02,rejected
70476,9568,3,235883,2.81,319,610,32670,0.46,2022-04-25,rejected
70477,8624,18,41322,4.24,28,626,49122,0.1,2025-03-08,approved
70478,8018,14,25500,10.03,17,562,59826,0.26,2023-03-22,rejected
70479,9532,1,7593,14.02,42,592,51649,0.28,2024-10-26,rejected
70480,6133,3,473378,3.34,219,721,69645,0.36,2023-12-07,approved
70481,6602,13,3885,9.45,6,668,52313,0.36,2023-03-15,approved
70482,3956,6,81052,13.82,81,704,34360,0.39,2022-07-05,approved
70483,3459,15,365922,3.69,108,637,63398,0.24,2025-03-18,rejected
70484,4510,12,12725,8.51,35,690,62209,0.6,2023-04-08,approved
70485,1056,14,5422,5.5,19,719,18134,0.16,2025-03-19,rejected
70486,7749,12,22143,6.87,19,734,60012,0.53,2022-05-03,rejected
70487,3888,10,3665,8.87,29,760,35220,0.13,2024-02-17,approved
70488,1938,2,36242,6.0,30,730,53993,0.44,2024-09-21,approved
70489,9922,3,226566,3.11,235,687,44016,0.33,2022-05-11,approved
70490,3977,9,959277,4.46,278,642,52331,0.36,2024-06-23,rejected
70491,9928,20,29650,9.41,54,592,33973,0.12,2025-02-02,rejected
70492,4014,8,15095,6.01,79,608,54973,0.38,2023-07-28,approved
70493,4659,6,141596,6.41,12,678,54513,0.44,2024-08-10,rejected
70494,4044,16,385484,5.88,73,652,2040,0.24,2022-06-29,rejected
70495,9679,2,49798,6.06,77,624,33055,0.52,2025-03-02,approved
70496,8048,4,23113,9.2,97,606,26204,0.2,2022-06-05,rejected
70497,4463,1,18136,10.76,13,654,51291,0.27,2023-03-15,approved
70498,6730,13,9192,12.46,16,693,42004,0.52,2024-02-27,approved
70499,5839,6,96614,11.5,28,749,59393,0.11,2022-07-01,rejected
70500,9009,17,95932,5.48,33,712,40528,0.28,2022-07-16,rejected
70501,3153,1,19358,13.28,57,676,85032,0.14,2023-03-12,rejected
70502,8981,4,33397,8.02,34,736,75754,0.35,2022-07-01,rejected
70503,1105,6,44072,10.78,34,711,44358,0.49,2024-10-08,rejected
70504,2633,16,278034,8.21,29,656,32738,0.23,2022-08-07,rejected
70505,6080,7,160741,8.78,79,575,45300,0.47,2024-04-08,rejected
70506,2098,18,45756,5.8,27,751,55186,0.16,2023-12-01,approved
70507,534,8,42840,5.04,206,677,62673,0.19,2023-05-04,rejected
70508,839,7,42994,7.68,69,696,26229,0.29,2024-03-08,approved
70509,3814,16,150615,6.9,58,656,69356,0.5,2024-07-22,approved
70510,8961,16,213656,8.17,102,695,90596,0.15,2023-12-26,approved
70511,9713,11,25498,14.62,50,645,34338,0.54,2024-09-14,approved
70512,8846,20,26817,6.63,23,742,58201,0.1,2024-04-18,approved
70513,3099,11,18369,10.26,25,666,44502,0.59,2023-04-09,approved
70514,9019,17,46072,6.59,19,615,65310,0.34,2022-04-18,rejected
70515,3360,18,37579,3.62,15,625,28497,0.18,2022-08-07,rejected
70516,3989,9,513865,2.88,327,688,76084,0.51,2022-07-06,approved
70517,591,2,46786,3.33,82,714,23316,0.17,2023-07-01,rejected
70518,2654,15,491821,3.08,294,741,72820,0.32,2023-01-09,approved
70519,9325,12,35116,8.56,21,710,11534,0.34,2025-01-17,rejected
70520,9557,13,6603,15.97,12,794,67617,0.15,2023-09-09,approved
70521,5371,8,20990,7.36,145,715,46920,0.12,2023-09-26,rejected
70522,2301,2,29622,7.97,27,570,14909,0.47,2024-08-25,rejected
70523,3588,14,18301,6.37,31,684,68051,0.15,2025-01-18,rejected
70524,7360,17,91334,8.75,41,672,41850,0.14,2024-02-07,rejected
70525,1000,7,30669,6.7,115,717,39258,0.1,2022-04-20,approved
70526,4649,7,238019,8.43,115,647,55117,0.51,2024-04-21,approved
70527,2066,19,12525,9.23,6,673,76341,0.3,2022-05-29,rejected
70528,6070,12,13906,4.52,44,645,72481,0.34,2022-12-13,rejected
70529,1068,12,8044,7.29,47,693,36193,0.18,2022-04-23,approved
70530,1061,4,18242,8.95,101,666,48242,0.24,2022-09-05,rejected
70531,4348,10,4317,12.16,23,777,64140,0.43,2022-09-17,rejected
70532,4818,5,183013,6.36,116,778,44475,0.29,2023-07-12,approved
70533,4430,8,5933,5.67,198,652,94570,0.58,2022-11-07,approved
70534,2427,11,44156,7.16,59,730,59501,0.29,2022-08-14,rejected
70535,173,18,12904,5.76,20,698,19173,0.4,2025-02-17,approved
70536,8261,16,325085,8.82,55,734,57580,0.12,2024-08-19,approved
70537,7296,14,5824,5.34,17,679,90796,0.56,2024-01-19,approved
70538,8862,18,31266,4.04,20,649,47575,0.53,2023-08-12,approved
70539,7172,16,192777,5.17,40,738,31797,0.38,2023-09-07,rejected
70540,6041,7,238648,6.49,93,661,65374,0.1,2023-09-28,approved
70541,278,1,16624,12.28,21,633,37080,0.5,2022-12-13,approved
70542,112,20,25074,5.83,31,698,31741,0.6,2024-01-24,rejected
70543,2517,3,260348,3.63,221,626,67770,0.34,2024-06-01,rejected
70544,6262,14,14641,9.85,18,722,54061,0.53,2024-04-10,approved
70545,4198,18,43138,5.95,32,764,76818,0.3,2023-03-30,approved
70546,4701,20,2489,5.47,31,740,74688,0.24,2024-12-10,approved
70547,6720,5,88036,9.45,117,704,32112,0.48,2025-01-10,approved
70548,8340,10,3606,11.63,6,739,56981,0.12,2023-07-07,rejected
70549,7218,11,39054,10.73,48,581,84875,0.44,2023-07-02,rejected
70550,9437,2,29171,6.24,81,684,62957,0.28,2023-09-17,rejected
70551,1284,9,160897,4.39,129,673,34653,0.59,2023-09-12,rejected
70552,8508,8,11672,3.94,165,701,7918,0.25,2024-02-15,approved
70553,7262,19,6774,13.38,10,676,59217,0.15,2023-05-07,rejected
70554,3270,5,11874,7.56,105,671,31118,0.29,2023-06-21,approved
70555,6741,7,195381,8.37,27,684,62538,0.57,2022-05-18,approved
70556,6309,8,7686,5.67,199,648,71199,0.51,2023-05-26,approved
70557,7582,14,17572,7.87,24,697,56019,0.4,2022-10-11,rejected
70558,8179,4,32510,8.72,41,732,51426,0.38,2023-04-24,approved
70559,9058,6,43195,7.88,78,718,61857,0.29,2022-10-01,approved
70560,4003,3,180552,4.44,326,768,59288,0.53,2025-02-02,approved
70561,5691,11,23703,14.48,14,624,45150,0.59,2023-01-07,approved
70562,2995,19,3276,13.86,19,629,44958,0.33,2024-06-06,approved
70563,9733,19,1040,12.75,19,641,31682,0.57,2024-08-27,rejected
70564,4568,3,164400,3.43,220,673,34212,0.24,2023-12-31,approved
70565,4795,9,926763,4.25,184,626,57624,0.43,2023-11-09,approved
70566,3151,11,18431,13.22,25,608,54312,0.21,2023-09-05,rejected
70567,1002,7,284396,5.26,34,747,62286,0.27,2023-10-17,rejected
70568,1037,18,49888,4.13,21,694,42290,0.32,2024-04-14,rejected
70569,8783,5,190090,10.15,78,760,57495,0.41,2024-05-28,approved
70570,313,8,32969,3.78,100,673,84805,0.25,2023-04-22,approved
70571,1806,10,2470,10.85,25,565,60161,0.54,2024-10-31,rejected
70572,9194,5,196539,7.96,63,644,67174,0.45,2024-06-18,approved
70573,6309,5,144340,11.15,103,648,71199,0.31,2023-02-12,rejected
70574,1455,13,5487,13.72,20,696,35855,0.53,2024-06-05,approved
70575,6871,19,11193,8.38,9,719,55036,0.49,2024-12-04,approved
70576,3226,9,638743,2.93,244,670,65154,0.35,2024-11-05,approved
70577,4036,1,16115,12.25,17,678,76486,0.44,2024-07-03,approved
70578,8858,10,601,13.47,6,679,54750,0.46,2024-01-13,rejected
70579,258,13,7700,7.56,15,661,63138,0.37,2023-03-13,rejected
70580,904,3,415838,4.57,189,760,53143,0.51,2022-08-06,approved
70581,1504,2,14747,4.26,36,636,71206,0.36,2023-12-07,approved
70582,8497,12,11850,4.51,42,666,41099,0.2,2022-08-20,approved
70583,9968,18,10718,4.12,59,708,43412,0.53,2023-02-11,approved
70584,5522,9,449467,4.69,332,696,44628,0.18,2023-02-11,rejected
70585,7912,15,376772,4.63,298,641,61153,0.13,2023-10-23,approved
70586,8961,13,2683,12.44,6,695,90596,0.55,2023-01-13,rejected
70587,1965,14,18740,9.98,12,648,52512,0.44,2023-06-06,approved
70588,8509,2,35265,4.21,28,663,33500,0.21,2022-09-19,approved
70589,8673,4,34959,8.29,116,736,76881,0.37,2023-01-21,rejected
70590,5560,6,113218,12.45,44,789,61030,0.26,2024-10-05,approved
70591,9704,10,1882,17.49,24,640,51810,0.51,2024-07-27,approved
70592,9878,4,15024,4.4,68,652,67674,0.12,2023-07-20,rejected
70593,850,13,6951,10.47,19,655,60337,0.55,2023-08-09,rejected
